number_contacts,client_id,contact,contact_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
1,4500,telephone,169,999,0,,no,1,2022-05-06
3,4501,telephone,247,999,0,,no,1,2022-05-27
1,4502,telephone,140,999,0,,no,1,2022-05-20
6,4503,telephone,60,999,0,,no,1,2022-05-15
1,4504,telephone,99,999,0,,no,1,2022-05-29
14,4505,telephone,26,999,0,,no,1,2022-05-22
6,4506,telephone,128,999,0,,no,1,2022-05-22
3,4507,telephone,215,999,0,,no,1,2022-05-07
1,4508,telephone,64,999,0,,no,1,2022-05-25
10,4509,telephone,52,999,0,,no,1,2022-05-17
2,4510,telephone,216,999,0,,no,1,2022-05-31
1,4511,telephone,292,999,0,,no,1,2022-05-03
7,4512,telephone,129,999,0,,no,1,2022-05-24
4,4513,telephone,201,999,0,,no,1,2022-05-07
2,4514,telephone,210,999,0,,no,1,2022-05-16
1,4515,telephone,114,999,0,,no,1,2022-05-23
1,4516,telephone,657,999,0,,no,1,2022-05-25
1,4517,telephone,88,999,0,,no,1,2022-05-23
2,4518,telephone,147,999,0,,no,1,2022-05-17
1,4519,telephone,443,999,0,,no,1,2022-05-04
1,4520,telephone,73,999,0,,no,1,2022-05-19
8,4521,telephone,127,999,0,,no,1,2022-05-10
2,4522,telephone,1063,999,0,,yes,1,2022-05-18
2,4523,telephone,446,999,0,,no,1,2022-05-09
2,4524,telephone,252,999,0,,no,1,2022-05-13
2,4525,telephone,80,999,0,,no,1,2022-05-06
1,4526,telephone,1446,999,0,,no,1,2022-05-22
2,4527,telephone,144,999,0,,no,1,2022-05-19
2,4528,telephone,412,999,0,,no,1,2022-05-09
2,4529,telephone,222,999,0,,no,1,2022-05-16
16,4530,telephone,29,999,0,,no,1,2022-05-03
2,4531,telephone,165,999,0,,no,1,2022-05-28
2,4532,telephone,154,999,0,,no,1,2022-05-13
3,4533,telephone,202,999,0,,no,1,2022-05-30
2,4534,telephone,723,999,0,,no,1,2022-05-13
2,4535,telephone,550,999,0,,no,1,2022-05-28
2,4536,telephone,130,999,0,,no,1,2022-05-21
2,4537,telephone,192,999,0,,no,1,2022-05-30
2,4538,telephone,146,999,0,,no,1,2022-05-26
2,4539,telephone,239,999,0,,no,1,2022-05-22
2,4540,telephone,304,999,0,,no,1,2022-05-31
3,4541,telephone,114,999,0,,no,1,2022-05-27
3,4542,telephone,139,999,0,,no,1,2022-05-12
2,4543,telephone,445,999,0,,no,1,2022-05-27
5,4544,telephone,139,999,0,,no,1,2022-05-29
10,4545,telephone,16,999,0,,no,1,2022-05-25
4,4546,telephone,169,999,0,,no,1,2022-05-05
3,4547,telephone,125,999,0,,no,1,2022-05-01
2,4548,telephone,266,999,0,,no,1,2022-05-24
12,4549,telephone,446,999,0,,no,1,2022-05-10
2,4550,telephone,267,999,0,,no,1,2022-05-16
2,4551,telephone,6,999,0,,no,1,2022-05-01
13,4552,telephone,15,999,0,,no,1,2022-05-27
4,4553,telephone,172,999,0,,no,1,2022-05-10
3,4554,telephone,94,999,0,,no,1,2022-05-31
3,4555,telephone,268,999,0,,no,1,2022-05-02
3,4556,telephone,130,999,0,,no,1,2022-05-06
4,4557,telephone,70,999,0,,no,1,2022-05-28
6,4558,telephone,91,999,0,,no,1,2022-05-01
2,4559,telephone,324,999,0,,no,1,2022-05-18
8,4560,telephone,465,999,0,,no,1,2022-05-07
2,4561,telephone,274,999,0,,no,1,2022-05-06
3,4562,telephone,300,999,0,,no,1,2022-05-15
7,4563,telephone,191,999,0,,no,1,2022-05-02
3,4564,telephone,56,999,0,,no,1,2022-05-03
2,4565,telephone,189,999,0,,no,1,2022-05-20
2,4566,telephone,236,999,0,,no,1,2022-05-31
2,4567,telephone,137,999,0,,no,1,2022-05-05
2,4568,telephone,614,999,0,,no,1,2022-05-14
5,4569,telephone,363,999,0,,no,1,2022-05-26
2,4570,telephone,418,999,0,,no,1,2022-05-23
2,4571,telephone,221,999,0,,no,1,2022-05-14
2,4572,telephone,96,999,0,,no,1,2022-05-14
3,4573,telephone,119,999,0,,no,1,2022-05-28
3,4574,telephone,103,999,0,,no,1,2022-05-07
17,4575,telephone,10,999,0,,no,1,2022-05-29
2,4576,telephone,216,999,0,,no,1,2022-05-04
2,4577,telephone,484,999,0,,no,1,2022-05-23
3,4578,telephone,485,999,0,,no,1,2022-05-03
2,4579,telephone,404,999,0,,no,1,2022-05-26
2,4580,telephone,175,999,0,,no,1,2022-05-16
2,4581,telephone,138,999,0,,no,1,2022-05-18
2,4582,telephone,243,999,0,,no,1,2022-05-28
2,4583,telephone,919,999,0,,no,1,2022-05-07
2,4584,telephone,203,999,0,,no,1,2022-05-21
2,4585,telephone,247,999,0,,no,1,2022-05-12
2,4586,telephone,89,999,0,,no,1,2022-05-28
12,4587,telephone,185,999,0,,no,1,2022-05-25
3,4588,telephone,777,999,0,,no,1,2022-05-18
3,4589,telephone,340,999,0,,no,1,2022-05-21
2,4590,telephone,110,999,0,,no,1,2022-05-11
2,4591,telephone,256,999,0,,no,1,2022-05-12
2,4592,telephone,165,999,0,,no,1,2022-05-23
2,4593,telephone,54,999,0,,no,1,2022-05-18
2,4594,telephone,26,999,0,,no,1,2022-05-09
4,4595,telephone,350,999,0,,no,1,2022-05-17
2,4596,telephone,226,999,0,,no,1,2022-05-15
2,4597,telephone,167,999,0,,no,1,2022-05-29
3,4598,telephone,47,999,0,,no,1,2022-05-30
10,4599,telephone,214,999,0,,no,1,2022-05-12
7,4600,telephone,446,999,0,,no,1,2022-05-20
2,4601,telephone,153,999,0,,no,1,2022-05-13
6,4602,telephone,181,999,0,,no,1,2022-05-22
5,4603,telephone,747,999,0,,no,1,2022-05-03
1,4604,telephone,214,999,0,,no,1,2022-05-30
1,4605,telephone,270,999,0,,no,1,2022-05-07
13,4606,telephone,37,999,0,,no,1,2022-05-07
8,4607,telephone,129,999,0,,no,1,2022-05-02
3,4608,telephone,72,999,0,,no,1,2022-05-17
2,4609,telephone,1392,999,0,,yes,1,2022-05-25
9,4610,telephone,441,999,0,,no,1,2022-05-04
1,4611,telephone,725,999,0,,no,1,2022-05-26
3,4612,telephone,213,999,0,,no,1,2022-05-21
10,4613,telephone,177,999,0,,no,1,2022-05-22
4,4614,telephone,273,999,0,,no,1,2022-05-07
2,4615,telephone,98,999,0,,no,1,2022-05-18
4,4616,telephone,480,999,0,,no,1,2022-05-22
1,4617,telephone,152,999,0,,no,1,2022-05-04
2,4618,telephone,204,999,0,,no,1,2022-05-21
1,4619,telephone,117,999,0,,no,1,2022-05-21
3,4620,telephone,246,999,0,,no,1,2022-05-07
5,4621,telephone,352,999,0,,no,1,2022-05-14
1,4622,telephone,190,999,0,,no,1,2022-05-12
1,4623,telephone,719,999,0,,yes,1,2022-05-15
1,4624,telephone,277,999,0,,no,1,2022-05-17
1,4625,telephone,315,999,0,,no,1,2022-05-24
1,4626,telephone,289,999,0,,no,1,2022-05-09
1,4627,telephone,225,999,0,,no,1,2022-05-19
1,4628,telephone,408,999,0,,no,1,2022-05-06
1,4629,telephone,74,999,0,,no,1,2022-05-28
1,4630,telephone,24,999,0,,no,1,2022-05-24
1,4631,telephone,369,999,0,,no,1,2022-05-15
1,4632,telephone,167,999,0,,no,1,2022-05-13
3,4633,telephone,64,999,0,,no,1,2022-05-26
1,4634,telephone,151,999,0,,no,1,2022-05-18
1,4635,telephone,801,999,0,,yes,1,2022-05-28
1,4636,telephone,336,999,0,,no,1,2022-05-15
1,4637,telephone,59,999,0,,no,1,2022-05-20
1,4638,telephone,93,999,0,,no,1,2022-05-01
1,4639,telephone,181,999,0,,no,1,2022-05-23
6,4640,telephone,86,999,0,,no,1,2022-05-19
1,4641,telephone,317,999,0,,no,1,2022-05-05
1,4642,telephone,120,999,0,,no,1,2022-05-19
1,4643,telephone,388,999,0,,no,1,2022-05-11
1,4644,telephone,174,999,0,,no,1,2022-05-22
1,4645,telephone,72,999,0,,no,1,2022-05-16
1,4646,telephone,126,999,0,,no,1,2022-05-22
1,4647,telephone,339,999,0,,no,1,2022-05-12
5,4648,telephone,171,999,0,,no,1,2022-05-08
1,4649,telephone,162,999,0,,no,1,2022-05-04
28,4650,telephone,18,999,0,,no,1,2022-05-08
1,4651,telephone,129,999,0,,no,1,2022-05-29
1,4652,telephone,938,999,0,,yes,1,2022-05-05
1,4653,telephone,173,999,0,,no,1,2022-05-08
1,4654,telephone,222,999,0,,no,1,2022-05-31
1,4655,telephone,692,999,0,,no,1,2022-05-31
2,4656,telephone,262,999,0,,no,1,2022-05-11
1,4657,telephone,78,999,0,,no,1,2022-05-25
5,4658,telephone,134,999,0,,no,1,2022-05-22
1,4659,telephone,323,999,0,,no,1,2022-05-05
1,4660,telephone,43,999,0,,no,1,2022-05-05
1,4661,telephone,245,999,0,,no,1,2022-05-21
1,4662,telephone,482,999,0,,no,1,2022-05-03
2,4663,telephone,207,999,0,,no,1,2022-05-08
1,4664,telephone,56,999,0,,no,1,2022-05-16
2,4665,telephone,85,999,0,,no,1,2022-05-04
1,4666,telephone,201,999,0,,no,1,2022-05-17
1,4667,telephone,353,999,0,,no,1,2022-05-05
3,4668,telephone,554,999,0,,no,1,2022-05-30
1,4669,telephone,432,999,0,,no,1,2022-05-29
2,4670,telephone,27,999,0,,no,1,2022-05-14
1,4671,telephone,361,999,0,,no,1,2022-05-15
1,4672,telephone,565,999,0,,yes,1,2022-05-12
1,4673,telephone,162,999,0,,no,1,2022-05-18
1,4674,telephone,139,999,0,,no,1,2022-05-24
3,4675,telephone,287,999,0,,no,1,2022-05-29
1,4676,telephone,147,999,0,,no,1,2022-05-19
1,4677,telephone,905,999,0,,yes,1,2022-05-12
1,4678,telephone,118,999,0,,no,1,2022-05-19
1,4679,telephone,91,999,0,,no,1,2022-05-02
5,4680,telephone,111,999,0,,no,1,2022-05-27
1,4681,telephone,162,999,0,,no,1,2022-05-03
1,4682,telephone,236,999,0,,no,1,2022-05-03
1,4683,telephone,73,999,0,,no,1,2022-05-24
1,4684,telephone,123,999,0,,no,1,2022-05-26
2,4685,telephone,298,999,0,,no,1,2022-05-13
1,4686,telephone,86,999,0,,no,1,2022-05-08
1,4687,telephone,420,999,0,,no,1,2022-05-01
2,4688,telephone,139,999,0,,no,1,2022-05-03
1,4689,telephone,164,999,0,,no,1,2022-05-28
1,4690,telephone,508,999,0,,no,1,2022-05-29
1,4691,telephone,139,999,0,,no,1,2022-05-24
1,4692,telephone,192,999,0,,no,1,2022-05-29
1,4693,telephone,226,999,0,,no,1,2022-05-03
2,4694,telephone,783,999,0,,yes,1,2022-05-28
2,4695,telephone,264,999,0,,no,1,2022-05-11
1,4696,telephone,166,999,0,,no,1,2022-05-23
1,4697,telephone,27,999,0,,no,1,2022-05-04
1,4698,telephone,353,999,0,,no,1,2022-05-24
1,4699,telephone,85,999,0,,no,1,2022-05-26
1,4700,telephone,1106,999,0,,no,1,2022-05-31
1,4701,telephone,419,999,0,,no,1,2022-05-11
5,4702,telephone,603,999,0,,no,1,2022-05-01
1,4703,telephone,415,999,0,,no,1,2022-05-28
1,4704,telephone,179,999,0,,no,1,2022-05-10
5,4705,telephone,872,999,0,,no,1,2022-05-13
1,4706,telephone,52,999,0,,no,1,2022-05-11
1,4707,telephone,490,999,0,,no,1,2022-05-21
1,4708,telephone,63,999,0,,no,1,2022-05-25
10,4709,telephone,27,999,0,,no,1,2022-05-30
1,4710,telephone,425,999,0,,no,1,2022-05-30
11,4711,telephone,12,999,0,,no,1,2022-05-22
1,4712,telephone,350,999,0,,no,1,2022-05-22
1,4713,telephone,103,999,0,,no,1,2022-05-25
1,4714,telephone,210,999,0,,no,1,2022-05-15
1,4715,telephone,261,999,0,,no,1,2022-05-05
2,4716,telephone,115,999,0,,no,1,2022-05-07
1,4717,telephone,641,999,0,,no,1,2022-05-12
1,4718,telephone,71,999,0,,no,1,2022-05-16
1,4719,telephone,370,999,0,,no,1,2022-05-14
2,4720,telephone,958,999,0,,yes,1,2022-05-05
2,4721,telephone,103,999,0,,no,1,2022-05-14
1,4722,telephone,628,999,0,,no,1,2022-05-20
1,4723,telephone,232,999,0,,no,1,2022-05-21
1,4724,telephone,68,999,0,,no,1,2022-05-13
1,4725,telephone,192,999,0,,no,1,2022-05-28
3,4726,telephone,494,999,0,,no,1,2022-05-16
7,4727,telephone,166,999,0,,no,1,2022-05-22
2,4728,telephone,151,999,0,,no,1,2022-05-03
1,4729,telephone,204,999,0,,no,1,2022-05-07
1,4730,telephone,180,999,0,,no,1,2022-05-07
2,4731,telephone,494,999,0,,no,1,2022-05-02
2,4732,telephone,530,999,0,,no,1,2022-05-23
1,4733,telephone,759,999,0,,no,1,2022-05-18
1,4734,telephone,85,999,0,,no,1,2022-05-04
2,4735,telephone,445,999,0,,no,1,2022-05-08
1,4736,telephone,345,999,0,,no,1,2022-05-06
1,4737,telephone,819,999,0,,yes,1,2022-05-23
1,4738,telephone,16,999,0,,no,1,2022-05-27
1,4739,telephone,32,999,0,,no,1,2022-05-16
1,4740,telephone,648,999,0,,no,1,2022-05-13
1,4741,telephone,29,999,0,,no,1,2022-05-03
1,4742,telephone,220,999,0,,no,1,2022-05-23
1,4743,telephone,151,999,0,,no,1,2022-05-24
2,4744,telephone,290,999,0,,no,1,2022-05-19
2,4745,telephone,634,999,0,,no,1,2022-05-04
3,4746,telephone,717,999,0,,no,1,2022-05-25
1,4747,telephone,249,999,0,,no,1,2022-05-09
1,4748,telephone,228,999,0,,no,1,2022-05-11
1,4749,telephone,122,999,0,,no,1,2022-05-02
1,4750,telephone,544,999,0,,no,1,2022-05-12
2,4751,telephone,951,999,0,,no,1,2022-05-20
1,4752,telephone,412,999,0,,yes,1,2022-05-10
1,4753,telephone,264,999,0,,no,1,2022-05-27
1,4754,telephone,211,999,0,,no,1,2022-05-20
1,4755,telephone,97,999,0,,no,1,2022-05-09
1,4756,telephone,192,999,0,,no,1,2022-05-09
1,4757,telephone,160,999,0,,no,1,2022-05-02
1,4758,telephone,97,999,0,,no,1,2022-05-08
1,4759,telephone,244,999,0,,no,1,2022-05-02
2,4760,telephone,578,999,0,,no,1,2022-05-05
1,4761,telephone,359,999,0,,no,1,2022-05-14
2,4762,telephone,190,999,0,,no,1,2022-05-20
1,4763,telephone,111,999,0,,no,1,2022-05-31
5,4764,telephone,487,999,0,,no,1,2022-05-27
1,4765,telephone,396,999,0,,no,1,2022-05-15
8,4766,telephone,59,999,0,,no,1,2022-05-28
3,4767,telephone,111,999,0,,no,1,2022-05-07
1,4768,telephone,502,999,0,,no,1,2022-05-12
1,4769,telephone,795,999,0,,yes,1,2022-05-14
6,4770,telephone,202,999,0,,no,1,2022-05-04
1,4771,telephone,135,999,0,,no,1,2022-05-06
1,4772,telephone,29,999,0,,no,1,2022-05-23
1,4773,telephone,408,999,0,,no,1,2022-05-01
1,4774,telephone,136,999,0,,no,1,2022-05-30
2,4775,telephone,141,999,0,,no,1,2022-05-30
2,4776,telephone,103,999,0,,no,1,2022-05-06
1,4777,telephone,171,999,0,,no,1,2022-05-21
2,4778,telephone,229,999,0,,no,1,2022-05-17
1,4779,telephone,93,999,0,,no,1,2022-05-05
1,4780,telephone,61,999,0,,no,1,2022-05-27
1,4781,telephone,35,999,0,,no,1,2022-05-04
12,4782,telephone,7,999,0,,no,1,2022-05-13
2,4783,telephone,51,999,0,,no,1,2022-05-09
7,4784,telephone,17,999,0,,no,1,2022-05-11
1,4785,telephone,504,999,0,,no,1,2022-05-22
1,4786,telephone,726,999,0,,no,1,2022-05-12
1,4787,telephone,542,999,0,,no,1,2022-05-31
2,4788,telephone,257,999,0,,no,1,2022-05-03
1,4789,telephone,112,999,0,,no,1,2022-05-07
2,4790,telephone,250,999,0,,no,1,2022-05-09
2,4791,telephone,294,999,0,,no,1,2022-05-03
3,4792,telephone,303,999,0,,no,1,2022-05-12
4,4793,telephone,828,999,0,,yes,1,2022-05-23
1,4794,telephone,343,999,0,,no,1,2022-05-11
1,4795,telephone,206,999,0,,no,1,2022-05-23
2,4796,telephone,786,999,0,,no,1,2022-05-09
1,4797,telephone,178,999,0,,no,1,2022-05-17
1,4798,telephone,509,999,0,,no,1,2022-05-13
4,4799,telephone,161,999,0,,no,1,2022-05-23
3,4800,telephone,125,999,0,,no,1,2022-05-10
1,4801,telephone,159,999,0,,no,1,2022-05-23
1,4802,telephone,221,999,0,,no,1,2022-05-19
1,4803,telephone,211,999,0,,no,1,2022-05-08
1,4804,telephone,68,999,0,,no,1,2022-05-28
1,4805,telephone,293,999,0,,no,1,2022-05-21
1,4806,telephone,389,999,0,,no,1,2022-05-23
1,4807,telephone,240,999,0,,no,1,2022-05-06
1,4808,telephone,145,999,0,,no,1,2022-05-20
2,4809,telephone,59,999,0,,no,1,2022-05-25
2,4810,telephone,39,999,0,,no,1,2022-05-23
2,4811,telephone,140,999,0,,no,1,2022-05-25
3,4812,telephone,53,999,0,,no,1,2022-05-17
3,4813,telephone,44,999,0,,no,1,2022-05-11
2,4814,telephone,212,999,0,,no,1,2022-05-30
2,4815,telephone,57,999,0,,no,1,2022-05-10
13,4816,telephone,45,999,0,,no,1,2022-05-22
3,4817,telephone,738,999,0,,no,1,2022-05-28
3,4818,telephone,102,999,0,,no,1,2022-05-22
2,4819,telephone,161,999,0,,no,1,2022-05-17
2,4820,telephone,383,999,0,,no,1,2022-05-19
9,4821,telephone,184,999,0,,no,1,2022-05-05
2,4822,telephone,122,999,0,,no,1,2022-05-31
2,4823,telephone,137,999,0,,no,1,2022-05-26
2,4824,telephone,189,999,0,,no,1,2022-05-11
2,4825,telephone,88,999,0,,no,1,2022-05-13
2,4826,telephone,418,999,0,,no,1,2022-05-14
2,4827,telephone,17,999,0,,no,1,2022-05-20
1,4828,telephone,233,999,0,,no,1,2022-05-31
1,4829,telephone,445,999,0,,no,1,2022-05-31
1,4830,telephone,623,999,0,,no,1,2022-05-23
1,4831,telephone,260,999,0,,no,1,2022-05-19
1,4832,telephone,316,999,0,,no,1,2022-05-31
2,4833,telephone,650,999,0,,no,1,2022-05-06
1,4834,telephone,207,999,0,,no,1,2022-05-20
1,4835,telephone,226,999,0,,no,1,2022-05-13
1,4836,telephone,1307,999,0,,no,1,2022-05-29
1,4837,telephone,104,999,0,,no,1,2022-05-20
1,4838,telephone,143,999,0,,no,1,2022-05-24
5,4839,telephone,187,999,0,,no,1,2022-05-23
1,4840,telephone,748,999,0,,no,1,2022-05-15
2,4841,telephone,486,999,0,,no,1,2022-05-03
1,4842,telephone,492,999,0,,no,1,2022-05-25
1,4843,telephone,485,999,0,,no,1,2022-05-13
2,4844,telephone,197,999,0,,no,1,2022-05-26
1,4845,telephone,304,999,0,,no,1,2022-05-13
2,4846,telephone,51,999,0,,no,1,2022-05-08
12,4847,telephone,836,999,0,,no,1,2022-05-09
2,4848,telephone,394,999,0,,no,1,2022-05-11
1,4849,telephone,125,999,0,,no,1,2022-05-21
1,4850,telephone,315,999,0,,no,1,2022-05-14
2,4851,telephone,506,999,0,,yes,1,2022-05-02
1,4852,telephone,288,999,0,,no,1,2022-05-07
5,4853,telephone,354,999,0,,no,1,2022-05-22
4,4854,telephone,154,999,0,,no,1,2022-05-09
2,4855,telephone,184,999,0,,no,1,2022-05-14
2,4856,telephone,563,999,0,,no,1,2022-05-14
1,4857,telephone,450,999,0,,no,1,2022-05-12
3,4858,telephone,34,999,0,,no,1,2022-05-17
1,4859,telephone,371,999,0,,no,1,2022-05-10
1,4860,telephone,518,999,0,,no,1,2022-05-01
4,4861,telephone,111,999,0,,no,1,2022-05-19
4,4862,telephone,176,999,0,,no,1,2022-05-18
1,4863,telephone,196,999,0,,no,1,2022-05-26
1,4864,telephone,85,999,0,,no,1,2022-05-06
2,4865,telephone,91,999,0,,no,1,2022-05-09
2,4866,telephone,172,999,0,,no,1,2022-05-26
2,4867,telephone,252,999,0,,no,1,2022-05-10
1,4868,telephone,265,999,0,,no,1,2022-05-21
1,4869,telephone,899,999,0,,no,1,2022-05-04
2,4870,telephone,588,999,0,,no,1,2022-05-10
1,4871,telephone,393,999,0,,no,1,2022-05-24
1,4872,telephone,857,999,0,,yes,1,2022-05-07
2,4873,telephone,205,999,0,,no,1,2022-05-26
2,4874,telephone,164,999,0,,no,1,2022-05-10
1,4875,telephone,178,999,0,,no,1,2022-05-14
1,4876,telephone,127,999,0,,no,1,2022-05-02
12,4877,telephone,38,999,0,,no,1,2022-05-09
2,4878,telephone,127,999,0,,no,1,2022-05-02
1,4879,telephone,660,999,0,,no,1,2022-05-22
1,4880,telephone,1681,999,0,,yes,1,2022-05-26
3,4881,telephone,208,999,0,,no,1,2022-05-30
2,4882,telephone,518,999,0,,no,1,2022-05-26
1,4883,telephone,316,999,0,,no,1,2022-05-04
1,4884,telephone,171,999,0,,no,1,2022-05-02
1,4885,telephone,272,999,0,,no,1,2022-05-24
2,4886,telephone,143,999,0,,no,1,2022-05-17
1,4887,telephone,572,999,0,,no,1,2022-05-13
1,4888,telephone,573,999,0,,no,1,2022-05-20
1,4889,telephone,244,999,0,,no,1,2022-05-16
3,4890,telephone,384,999,0,,no,1,2022-05-05
3,4891,telephone,240,999,0,,no,1,2022-05-10
2,4892,telephone,269,999,0,,no,1,2022-05-27
1,4893,telephone,488,999,0,,no,1,2022-05-15
1,4894,telephone,83,999,0,,no,1,2022-05-17
4,4895,telephone,100,999,0,,no,1,2022-05-22
2,4896,telephone,811,999,0,,no,1,2022-05-17
26,4897,telephone,890,999,0,,no,1,2022-05-28
2,4898,telephone,159,999,0,,no,1,2022-05-08
3,4899,telephone,681,999,0,,yes,1,2022-05-30
2,4900,telephone,443,999,0,,no,1,2022-05-22
2,4901,telephone,1162,999,0,,no,1,2022-05-19
2,4902,telephone,1697,999,0,,yes,1,2022-05-17
2,4903,telephone,244,999,0,,no,1,2022-05-24
2,4904,telephone,860,999,0,,yes,1,2022-05-15
1,4905,telephone,295,999,0,,no,1,2022-05-09
2,4906,telephone,139,999,0,,no,1,2022-05-27
5,4907,telephone,280,999,0,,no,1,2022-05-05
2,4908,telephone,86,999,0,,no,1,2022-05-15
2,4909,telephone,154,999,0,,no,1,2022-05-19
2,4910,telephone,113,999,0,,no,1,2022-05-04
2,4911,telephone,83,999,0,,no,1,2022-05-23
8,4912,telephone,297,999,0,,no,1,2022-05-05
2,4913,telephone,291,999,0,,no,1,2022-05-16
2,4914,telephone,394,999,0,,no,1,2022-05-23
3,4915,telephone,72,999,0,,no,1,2022-05-02
2,4916,telephone,151,999,0,,no,1,2022-05-21
2,4917,telephone,312,999,0,,no,1,2022-05-06
2,4918,telephone,474,999,0,,no,1,2022-05-07
2,4919,telephone,189,999,0,,no,1,2022-05-01
3,4920,telephone,91,999,0,,no,1,2022-05-04
2,4921,telephone,232,999,0,,no,1,2022-05-28
2,4922,telephone,446,999,0,,no,1,2022-05-02
4,4923,telephone,153,999,0,,no,1,2022-05-27
5,4924,telephone,111,999,0,,no,1,2022-05-09
3,4925,telephone,72,999,0,,no,1,2022-05-17
2,4926,telephone,559,999,0,,no,1,2022-05-09
2,4927,telephone,205,999,0,,no,1,2022-05-05
7,4928,telephone,189,999,0,,no,1,2022-05-27
2,4929,telephone,237,999,0,,no,1,2022-05-16
2,4930,telephone,230,999,0,,no,1,2022-05-02
2,4931,telephone,96,999,0,,no,1,2022-05-05
3,4932,telephone,162,999,0,,no,1,2022-05-09
2,4933,telephone,127,999,0,,no,1,2022-05-04
2,4934,telephone,239,999,0,,no,1,2022-05-23
5,4935,telephone,222,999,0,,no,1,2022-05-12
4,4936,telephone,69,999,0,,no,1,2022-05-03
2,4937,telephone,501,999,0,,no,1,2022-05-22
1,4938,telephone,192,999,0,,no,1,2022-05-10
1,4939,telephone,273,999,0,,no,1,2022-05-07
1,4940,telephone,281,999,0,,no,1,2022-05-05
2,4941,telephone,175,999,0,,no,1,2022-05-25
11,4942,telephone,465,999,0,,no,1,2022-05-05
2,4943,telephone,175,999,0,,no,1,2022-05-03
14,4944,telephone,87,999,0,,no,1,2022-05-19
2,4945,telephone,292,999,0,,no,1,2022-05-16
1,4946,telephone,49,999,0,,no,1,2022-05-29
1,4947,telephone,198,999,0,,no,1,2022-05-10
16,4948,telephone,23,999,0,,no,1,2022-05-29
2,4949,telephone,575,999,0,,no,1,2022-05-12
5,4950,telephone,67,999,0,,no,1,2022-05-01
3,4951,telephone,248,999,0,,no,1,2022-05-10
2,4952,telephone,108,999,0,,no,1,2022-05-04
3,4953,telephone,373,999,0,,no,1,2022-05-17
2,4954,telephone,112,999,0,,no,1,2022-05-31
2,4955,telephone,395,999,0,,no,1,2022-05-09
2,4956,telephone,229,999,0,,no,1,2022-05-05
4,4957,telephone,54,999,0,,no,1,2022-05-28
2,4958,telephone,135,999,0,,no,1,2022-05-23
2,4959,telephone,357,999,0,,no,1,2022-05-20
3,4960,telephone,152,999,0,,no,1,2022-05-25
2,4961,telephone,36,999,0,,no,1,2022-05-03
3,4962,telephone,206,999,0,,no,1,2022-05-14
2,4963,telephone,389,999,0,,no,1,2022-05-15
2,4964,telephone,314,999,0,,no,1,2022-05-11
2,4965,telephone,66,999,0,,no,1,2022-05-12
2,4966,telephone,86,999,0,,no,1,2022-05-27
2,4967,telephone,489,999,0,,no,1,2022-05-23
4,4968,telephone,85,999,0,,no,1,2022-05-28
3,4969,telephone,117,999,0,,no,1,2022-05-25
2,4970,telephone,832,999,0,,no,1,2022-05-01
3,4971,telephone,149,999,0,,no,1,2022-05-13
2,4972,telephone,634,999,0,,no,1,2022-05-23
2,4973,telephone,173,999,0,,no,1,2022-05-17
1,4974,telephone,151,999,0,,no,1,2022-05-25
3,4975,telephone,987,999,0,,no,1,2022-05-17
13,4976,telephone,66,999,0,,no,1,2022-05-10
2,4977,telephone,139,999,0,,no,1,2022-05-07
15,4978,telephone,281,999,0,,no,1,2022-05-02
1,4979,telephone,132,999,0,,no,1,2022-05-16
2,4980,telephone,369,999,0,,no,1,2022-05-29
3,4981,telephone,88,999,0,,no,1,2022-05-12
1,4982,telephone,799,999,0,,yes,1,2022-05-11
3,4983,telephone,671,999,0,,no,1,2022-05-28
9,4984,telephone,397,999,0,,no,1,2022-05-02
1,4985,telephone,935,999,0,,no,1,2022-05-28
2,4986,telephone,189,999,0,,no,1,2022-05-07
2,4987,telephone,165,999,0,,no,1,2022-05-23
3,4988,telephone,21,999,0,,no,1,2022-05-11
2,4989,telephone,234,999,0,,no,1,2022-05-04
2,4990,telephone,81,999,0,,no,1,2022-05-07
2,4991,telephone,59,999,0,,no,1,2022-05-01
3,4992,telephone,233,999,0,,no,1,2022-05-28
4,4993,telephone,1161,999,0,,no,1,2022-05-11
2,4994,telephone,265,999,0,,no,1,2022-05-27
3,4995,telephone,173,999,0,,no,1,2022-05-16
3,4996,telephone,178,999,0,,no,1,2022-05-28
2,4997,telephone,203,999,0,,no,1,2022-05-05
9,4998,telephone,45,999,0,,no,1,2022-05-09
2,4999,telephone,86,999,0,,no,1,2022-05-12
3,5000,telephone,254,999,0,,no,1,2022-05-29
2,5001,telephone,131,999,0,,no,1,2022-05-27
4,5002,telephone,239,999,0,,no,1,2022-05-23
3,5003,telephone,207,999,0,,no,1,2022-05-29
4,5004,telephone,713,999,0,,no,1,2022-05-30
2,5005,telephone,165,999,0,,no,1,2022-05-22
5,5006,telephone,260,999,0,,no,1,2022-05-16
3,5007,telephone,923,999,0,,yes,1,2022-05-27
3,5008,telephone,150,999,0,,no,1,2022-05-03
4,5009,telephone,155,999,0,,no,1,2022-05-27
3,5010,telephone,433,999,0,,no,1,2022-05-02
3,5011,telephone,202,999,0,,no,1,2022-05-05
3,5012,telephone,227,999,0,,no,1,2022-05-11
3,5013,telephone,214,999,0,,no,1,2022-05-10
12,5014,telephone,30,999,0,,no,1,2022-05-23
